id,name,url,type,user_submission_comment,crawler_id,snapshot_freq,status
F43,Gy娛樂看板,https://www.facebook.com/Gyhappyboard/,Fb 專頁,,,,
F44,昏官惡狼圍剿社團²,https://www.facebook.com/CTTATTACK/,Fb 專頁,,,,
F45,反蔡英文粉絲團,https://www.facebook.com/%E5%8F%8D%E8%94%A1%E8%8B%B1%E6%96%87%E7%B2%89%E7%B5%B2%E5%9C%98-257062087822640/,Fb 專頁,,,,
F46,統一中國/中國統一  /  统一中国/中国统一,https://www.facebook.com/%E7%B5%B1%E4%B8%80%E4%B8%AD%E5%9C%8B%E4%B8%AD%E5%9C%8B%E7%B5%B1%E4%B8%80-%E7%BB%9F%E4%B8%80%E4%B8%AD%E5%9B%BD%E4%B8%AD%E5%9B%BD%E7%BB%9F%E4%B8%80-1403317033298680/,Fb 專頁,,,,
F47,韓家軍鐵粉聯盟,https://www.facebook.com/%E9%9F%93%E5%AE%B6%E8%BB%8D%E9%90%B5%E7%B2%89%E8%81%AF%E7%9B%9F-837868789721803/,Fb 專頁,,,,
F48,中道  台灣,https://www.facebook.com/TaiwanNeutra/,Fb 專頁,,,,
F49,同性戀光盟,https://www.facebook.com/jesusSavesF13/,Fb 專頁,,,,
F50,黑特來了,https://www.facebook.com/HaterIsHere/,Fb 專頁,,,,
F51,臉書航空站,https://www.facebook.com/world.tw/,Fb 專頁,,,,
F52,一帆風順,https://www.facebook.com/yifanfengshun888/,Fb 專頁,,,,
F53,旅行．美景．看世界！,https://www.facebook.com/traveltheworld168/,Fb 專頁,,,,
F54,歡樂世界,https://www.facebook.com/happyworld88,Fb 專頁,,,,
F55,中國國民黨三民主義青年團,https://www.facebook.com/ZhongHuaYRM/,Fb 專頁,,,,
F56,語錄、生活、時事,https://www.facebook.com/Quotations.life168/,Fb 專頁,,,,
F57,桃園市國民學堂,https://www.facebook.com/KMTTCC/,Fb 專頁,,,,
F58,一起追劇吧,https://www.facebook.com/%E4%B8%80%E8%B5%B7%E8%BF%BD%E5%8A%87%E5%90%A7-2407159445968433/,Fb 專頁,,,,
F59,廟會直播網,https://www.facebook.com/Templelivenetwork/,Fb 專頁,,,,
F60,知行,https://www.facebook.com/knowledge.practice.studio/,Fb 專頁,,,,
F61,台灣人中國心,https://www.facebook.com/groups/1148919035153224/,Fb 公開社團,,,,
F62,青年公社,https://www.facebook.com/youth86/,Fb 專頁,,,,
F63,今日海峽,https://www.facebook.com/straitstoday/,Fb 專頁,,,,
F64,神力女超人挺藍粉絲團,https://www.facebook.com/groups/768267203515635/,Fb 公開社團,,,,
F65,韓國瑜選總統全國後援會(韓家軍),https://www.facebook.com/groups/389408621877306/,Fb 公開社團,,,,
F66,韓國瑜 高雄拚經濟/愛情產業鏈,https://www.facebook.com/groups/488305761638330/,Fb 公開社團,,,,
F67,支持韓國瑜  選2020年總統,https://www.facebook.com/groups/2072874742809044/,Fb 公開社團,,,,
F68,韓家軍,https://www.facebook.com/groups/391568921608431/,Fb 公開社團,,,,
F69,韓國瑜鐵粉後援會,https://www.facebook.com/groups/260112827997606/,Fb 公開社團,,,,
F70,周錫瑋,https://www.facebook.com/hsiweiC/,Fb 專頁,,,,
F71,許淑華,https://www.facebook.com/%E8%A8%B1%E6%B7%91%E8%8F%AF-130771133668155/,Fb 專頁,,,,
F72,韓國瑜,https://www.facebook.com/twherohan/,Fb 專頁,,,,
F73,強強滾,https://www.facebook.com/%E5%BC%B7%E5%BC%B7%E6%BB%BE%E5%A4%A7%E5%93%A5-%E9%98%BF%E8%AA%8C-1088027454701943/?__tn__=%2Cd%2CP-R&eid=ARBiDxJohZf5_icvMw2BXVNG2nHG4VR9b_ArA_Tc6PfA98MtdnGw1xVKWvIdE-X1wfSteOnhr6PxVDUX,Fb 專頁,,,,
F74,高雄林小姐,https://www.facebook.com/pg/KSMissLin/groups/?referrer=pages_groups_card_cta&ref=page_internal,Fb 專頁,,,,
F75,陳清茂直播平台,https://www.facebook.com/Colorlessrise/,Fb 專頁,,,,
F76,杏仁哥,https://www.facebook.com/almondbrother/,Fb 專頁,,,,
F77,貼紙哥阿豪,https://www.facebook.com/znk168/,Fb 專頁,,,,
F78,文山伯虱目魚,https://www.facebook.com/search/top/?q=%E6%96%87%E5%B1%B1%E4%BC%AF&epa=SEARCH_BOX,Fb 專頁,,,,
N18,呷新聞,https://www.eatnews.net/,新聞網站,,,,
F79,呷新聞,https://www.facebook.com/eatnews/,Fb 專頁,,,,
P1,Ptt 八卦版,https://www.ptt.cc/bbs/Gossiping/index.html,Ptt 看板,,,,
P2,Ptt 政黑版,https://www.ptt.cc/bbs/HatePolitics/index.html,Ptt 看板,,,,
N19,中時電子報,https://www.chinatimes.com/,新聞網站,,,,
N20,東森新聞,https://news.ebc.net.tw/,新聞網站,,,,
N21,ETtoday 新聞雲,https://www.ettoday.net/,新聞網站,,,,
N22,蘋果新聞網,https://tw.appledaily.com/,新聞網站,,,,
N23,蘋果即時,https://tw.appledaily.com/new/realtime,新聞網站,,,,
N24,聯合新聞網,https://udn.com/,新聞網站,,,,
N25,自由時報,http://news.ltn.com.tw/,新聞網站,,,,
N26,中央社,https://www.cna.com.tw/,新聞網站,,,,
N27,芋傳媒,https://taronews.tw/,新聞網站,,,,
Y1,中国东南卫视,https://www.youtube.com/channel/UCN2e8dLY9KnH-B15LyBM7Fg,YouTube 頻道,,,,
Y2,中天新聞,https://www.youtube.com/channel/UCpu3bemTQwAU8PqM4kJdoEQ,YouTube 頻道,,,,
Y3,TVBS,https://www.youtube.com/channel/UCLZBXiS9ZrIXgKBs_SMfGBQ,YouTube 帳號,,,,
Y4,TVBS 優選頻道,https://www.youtube.com/channel/UCmgDmqjxbkqIXu4rNbrKodA,YouTube 頻道,,,,
Y5,少康戰情室,https://www.youtube.com/channel/UCLZBXiS9ZrIXgKBs_SMfGBQ,YouTube 頻道,,,,
